"","id","type","source","year","simpname","lastname","firstname","middlename","nationality","edu","prof","org","loc","lon","lat","text"
"5934","fr3564","alumni","frei",1887,"pohle, r  l","pohle","richard leon","leon","germany","engineer",NA,"","thuringia germany",10.845346,51.0109892,"Pohle, Richard Leon. Stiinzhain, S.A. Dipl.Ing."
"5935","fr3566","alumni","frei",1887,"pomper, h  e","pomper","hermann eduard","eduard","germany","",NA,"","zwickau sachsen",12.4733725,50.7102169,"Pomper, Hermann Eduard. Zwickau, Sachsen."
"5936","fr3567","alumni","frei",1887,"roch, k  a","roch","karl adolf","adolf","germany","engineer",NA,"","bischolswerda sachsen",14.1842026,51.1252883,"Roch, Karl Adolf. Bischolswerda, Sachsen. Dipl. Ing. 1893."
"5937","fr3568","alumni","frei",1887,"rottacker, c","rottacker","carl",NA,"germany","",NA,"","miinchen bayern",11.5819805,48.1351253,"Rottacker, Carl. Miinchen, Bayern."
"5938","fr3569","alumni","frei",1887,"rubsamen, l","rubsamen","louis",NA,"germany","",NA,"","hof hessennassau",9.1624376,50.6520515,"Rubsamen, Louis. Hof, HessenNassau."
"5939","fr3570","alumni","frei",1887,"scholz, m","scholz","max",NA,"germany","engineer",NA,"","dresden sachsen",13.7372621,51.0504088,"Scholz, Max. Dresden, Sachsen. Dipl.Ing. 1892."
"5940","fr3571","alumni","frei",1887,"schulte, a","schulte","august",NA,"netherlands","",NA,"","kr hagen",4.5510959,51.8881064,"Schulte, August. NiederStiiter, Kr. Hagen."
"5941","fr3572","alumni","frei",1887,"schulze, h  b","schulze","heinrich bruno","bruno","germany","",NA,"","jahnsdorf sachsen",12.8544599,50.7460399,"Schulze, Heinrich Bruno. Jahnsdorf, Sachsen."
"5942","fr3573","alumni","frei",1887,"steinbach, c  g","steinbach","christian georg richard","georg","germany","engineer",NA,"","dresden sachsen",13.7372621,51.0504088,"Steinbach, Christian Georg Richard. Dresden, Sachsen. Dipl.Ing. 1892."
"5943","fr3574","alumni","frei",1887,"trautmann, j","trautmann","julius",NA,"poland","",NA,"","namslau preu en",17.72244,51.07588,"Trautmann, Julius. Obischau, Kr. Namslau, Preu8en."
"5944","fr3575","alumni","frei",1887,"unckenbolt, l","unckenbolt","ludwig",NA,"germany","",NA,""," hiddesen b",8.840768,51.925184,"Unckenbolt, Ludwig. Hiddesen b.Detmold, L.D."
"5945","fr3576","alumni","frei",1887,"v lker, w","v lker","wilhelm",NA,"germany","",NA,"","rheinpr",6.9796735,50.9495161,"Volker, Wilhelm . Kreuznach, Rheinpr. Dipl."
"5946","fr3577","alumni","frei",1887,"wehner, a","wehner","alfred",NA,"germany","",NA,"","elberfeld preu en",7.1496253,51.2493622,"Wehner, Alfred. Elberfeld, Preu8en."
"5947","fr3578","alumni","frei",1887,"weichert, j  m","weichert","johannes moritz","moritz","germany","",NA,"","freiberg sachsen",13.341727,50.9128283,"Weichert, Johannes Moritz. Freiberg, Sachsen."
"5948","fr3579","alumni","frei",1887,"wilkens, h","wilkens","henryaugustjulius",NA,"united states of america","",NA,""," baltimore v",-76.6050284,39.2860817,"Wilkens, HenryAugustJulius. Baltimore, V. St.v. A."
"5949","fr3580","alumni","frei",1887,"winkler, m  f","winkler","max ferdinand","ferdinand","germany","",NA,"","aue sachsen",12.699016,50.5873296,"Winkler, Max Ferdinand. Celle b. Aue, Sachs."
"5950","fr3581","alumni","frei",1887,"wybergh, w","wybergh","wilfrid",NA,"united kingdom","",NA,"","weeton england",-1.5667261,53.915057,"Wybergh, Wilfrid. Weeton, England."
"5951","fr3582","alumni","frei",1887,"zenzes, l","zenzes","leo",NA,"germany","",NA,"","gladbach preu",7.1286213,50.9923091,"Zenzes, Leo. Rheindahlen b. M.Gladbach, Preu8."
"5952","fr3583","alumni","frei",1887,"zimmermann, e  r","zimmermann","ernst rudolf","rudolf","germany","",NA,"","dresden sachsen",13.7372621,51.0504088,"Zimmermann, Ernst Rudolf. Dresden, Sachsen."
"5953","fr3584","alumni","frei",1888,"bauer, e","bauer","eugen",NA,"germany","engineer",NA,""," augsburg osterr",10.8955212,48.3685609,"Bauer, Eugen. Augsburg, Osterr. Staatsangeh. Dipl.Ing. 1894."
"5954","fr3585","alumni","frei",1888,"behrnauer, f  c","behrnauer","fritz curt johannes","curt","germany","",NA,"","johannes eibenstock",12.5996393,50.4949857,"Behrnauer, Fritz Curt Johannes. Eibenstock,"
"5955","fr3586","alumni","frei",1888,"beutner, v","beutner","victor",NA,"germany","",NA,"","potsdam preuben",13.02146,52.38259,"Beutner, Victor. Potsdam, PreuBen."
"5956","fr3587","alumni","frei",1888,"bussche ippenburg, h f","bussche ippenburg","hans freiherr","freiherr","germany","",NA,"","diisseldorf preu en",6.7974975,51.2487432,"Bussche Ippenburg . gen. von Kessel, Hans Freiherr v. d. Diisseldorf, PreuBen."
"5957","fr3588","alumni","frei",1888,"bussche ippenburg, c","bussche ippenburg","clamer",NA,"germany","",NA,"","ippenburg germany",8.36112,52.34042,"Bussche Ippenburg gen. von Kessel, Clamer"
"5958","fr3589","alumni","frei",1888,"clements, j  m","clements","julius morgan","morgan","united states of america","",NA,"","alabama usa",-86.902298,32.3182314,"Clements, Julius Morgan. Alabama, V. St. v. A."
"5959","fr3590","alumni","frei",1888,"dickson, a","dickson","arthur",NA,"australia","engineer",NA,"","melbourne victoria",144.9630576,-37.8136276,"Dickson, Arthur. Melbourne, Victoria. Dipl.Ing."
"5960","fr3591","alumni","frei",1888,"dorffel, d","dorffel","dagobert",NA,"germany","engineer",NA,"","eibenstock sachsen",12.5996393,50.4949857,"Dorffel, Dagobert. Eibenstock, Sachsen. Dipl.Ing."
"5961","fr3592","alumni","frei",1888,"eckardt, f  a","eckardt","friedrich august","august","germany","engineer",NA,"","lobnitz sachsen",12.4633051,51.5907385,"Eckardt, Friedrich August. LoBnitz, Sachsen. Dipl.Ing. 1893."
"5962","fr3593","alumni","frei",1888,"eimer, h  a","eimer","hermann adolf","adolf","australia","",NA,"","adelaide austral",138.6007456,-34.9284989,"Eimer, Hermann Adolf. Adelaide, Australien."
"5963","fr3594","alumni","frei",1888,"evans, n  n","evans","nevil norton","norton","canada","",NA,"","montreal canada",-73.567256,45.5016889,"Evans, Nevil Norton. Montreal, Canada."
"5964","fr3595","alumni","frei",1888,"v fircks, f  b","v fircks","franz baron","baron","latvia","engineer",NA,"","mitau rubland",23.7213541,56.6511091,"v. Fircks, Franz Baron. Mitau, RuBland. Dipl.Ing."
"5965","fr3596","alumni","frei",1888,"floter, f","floter","friedrich",NA,"poland","",NA,"","ohlau preuben",17.2924017,50.9459276,"Floter, Friedrich. Rosenhain, Kr. Ohlau, PreuBen."
"5966","fr3597","alumni","frei",1888,"forbes, p  r","forbes","paul revere","revere","united states of america","",NA,"","new york usa",-74.0059728,40.7127753,"Forbes, Paul Revere. New York, V. St. v. A."
"5967","fr3598","alumni","frei",1888,"forstmann, c","forstmann","carl",NA,"germany","",NA,"","wiesbaden preuben",8.2397608,50.0782184,"Forstmann, Carl. Wiesbaden, PreuBen."
"5968","fr3599","alumni","frei",1888,"frazer, a","frazer","alexander",NA,"united kingdom","",NA,"","rochamptonlondon engl",-0.1133916,51.4303882,"Frazer, Alexander. RochamptonLondon, Engl."
"5969","fr3600","alumni","frei",1888,"freyberg, m","freyberg","max",NA,"germany","",NA,"","dahlen sachsen",12.9958666,51.3622295,"Freyberg, Max. GroBburgk b. Dahlen, Sachsen."
"5970","fr3601","alumni","frei",1888,"gleitz, a","gleitz","august",NA,"germany","",NA,"","b osnabriick",8.063183,52.273574,"Gleitz, August. Georgsmarienhiitte b. Osnabriick,"
"5971","fr3602","alumni","frei",1888,"gode, a  f","gode","adolf fredrik","fredrik","sweden","",NA,"","stockholm schweden",18.0685808,59.3293235,"Gode, Adolf Fredrik. Stockholm, Schweden."
"5972","fr3603","alumni","frei",1888,"grillet, j  f","grillet","jose francisco","francisco","venezuela","",NA,"","ciudad bolivar venezuela",-63.5535552,8.0882791,"Grillet, Jose Francisco. Ciudad Bolivar, Venezuela."
"5973","fr3604","alumni","frei",1888,"v grotthu8, l  b","v grotthu8","ludwig baron","baron","latvia","",NA,"","mitau rubland",23.7213541,56.6511091,"v. Grotthu8, Ludwig Baron. Mitau, RuBland."
"5974","fr3605","alumni","frei",1888,"gurski, k","gurski","konrad",NA,"poland","",NA,"","warschau rubland",21.0122287,52.2296756,"Gurski, Konrad. Warschau, RuBland."
"5975","fr3606","alumni","frei",1888,"harms, e","harms","ernst",NA,"united states of america","",NA,"","rockisland illinois usa",-90.5787476,41.5094771,"Harms, Ernst. RockIsland, Illinois, V. St. v. A."
"5976","fr3607","alumni","frei",1888,"hempel, w  m","hempel","wilhelm magnus","magnus","germany","",NA,"","b leisnig",12.928458,51.1577198,"Hempel, Wilhelm Magnus. Zschoppach b. Leisnig,"
"5977","fr3608","alumni","frei",1888,"hundeshagen, l","hundeshagen","ludwig",NA,"germany","",NA,"","apolda sachsenweimar",11.5155494,51.0260095,"Hundeshagen, Ludwig. Apolda,SachsenWeimar."
"5978","fr3609","alumni","frei",1888,"janischewsky, s  p","janischewsky","stanislaus peter","peter","poland","",NA,"","lublin polen",22.5684463,51.2464536,"Janischewsky, Stanislaus Peter. Lublin, Polen."
"5979","fr3610","alumni","frei",1888,"keller, r","keller","richard",NA,"united states of america","",NA,"","city wisconsin usa",-90.4298502,42.6055549,"Keller, Richard. Sauk City, Wisconsin, V.St.v.A."
"5980","fr3611","alumni","frei",1888,"keller, e","keller","eduard",NA,"united states of america","",NA,"","sauk city wisconsin",-89.722067,43.2708225,"Dr. phi!. Keller, Eduard. Sauk City, Wisconsin,"
"5981","fr3612","alumni","frei",1888,"v keyserlingk, a  f","v keyserlingk","alfred fedor julius","fedor","austria","engineer",NA,"","warwen kurland rubland",13.65518,46.66319,"v. Keyserlingk, Alfred Fedor Julius Baron. Warwen, Kurland, RuBland. Dipl.Ing. 1894."
"5982","fr3613","alumni","frei",1888,"kleinschmidt, l","kleinschmidt","l",NA,"united states of america","",NA,"","helena montana usa",-112.0391057,46.5891452,"Kleinschmidt, L.Kurt. Helena Montana, V. St. v.A."
"5983","fr3614","alumni","frei",1888,"koethen, w  j","koethen","william julius","julius","germany","",NA,"","freiberg sachsen",13.341727,50.9128283,"Koethen, William Julius. Freiberg, Sachsen."
"5984","fr3615","alumni","frei",1888,"konovaltschikoff, l","konovaltschikoff","lllarion",NA,"belarus","",NA,"","gomel russland",30.99367,52.4313388,"Konovaltschikoff, lllarion. Gome!, RuB!and."
"5985","fr3616","alumni","frei",1888,"kracht, t","kracht","theodor",NA,"austria","engineer",NA,"","moskau rubland",13.65518,46.66319,"Kracht, Theodor.. Moskau, RuBland. Dipl.Ing."
"5986","fr3617","alumni","frei",1888,"krenzin, a  j","krenzin","adolf johann friedrich","johann","germany","",NA,"","liibtheen mecklenburgschwerin",11.4012499,53.6355022,"Krenzin, Adolf Johann Friedrich Carl. Liibtheen, MecklenburgSchwerin."
"5987","fr3618","alumni","frei",1888,"law, r","law","robert",NA,"united kingdom","",NA,"","glasgow england",-4.2586482,55.8624456,"Law, Robert. Glasgow, England."
"5988","fr3619","alumni","frei",1888,"lukacs, j","lukacs","josef",NA,"hungary","",NA,"","budapest ungarn",19.040235,47.497912,"Lukacs, Josef. Budapest, Ungarn."
"5989","fr3620","alumni","frei",1888,"matoba, n","matoba","naka",NA,"japan","",NA,"","tokio japan",139.6503106,35.6761919,"Matoba, Naka. Tokio, Japan."
"5990","fr3621","alumni","frei",1888,"merz, m","merz","max",NA,"germany","engineer",NA,"","aulendorf wiirttemberg",9.6377896,47.9502469,"Merz, Max. Aulendorf, Wiirttemberg. Dipl.Ing."
"5991","fr3622","alumni","frei",1888,"de montis, e","de montis","enrique",NA,"guatemala","",NA,"","enrique guatemala",-90.8230439,14.4212281,"de Montis, Enrique. Guatemala."
"5992","fr3623","alumni","frei",1888,"muller, h  a","muller","hans alfred","alfred","germany","",NA,"","schneeberg sachsen",12.6386475,50.5954901,"Muller, Hans Alfred. Schneeberg, Sachsen."
"5993","fr3624","alumni","frei",1888,"nicol, w","nicol","william",NA,"canada","",NA,"","kingston canada",-76.4859544,44.2311717,"Nicol, William. Kingston, Canada."
"5994","fr3625","alumni","frei",1888,"oshima, s","oshima","senjiro",NA,"japan","",NA,"","tokio japan",139.6503106,35.6761919,"Oshima, Senjiro. Tokio, Japan."
"5995","fr3626","alumni","frei",1888,"pae81er, j","pae81er","johannes",NA,"germany","",NA,"","freiberg sachsen",13.341727,50.9128283,"Dr. phi!. Pae81er, Johannes. Freiberg, Sachsen."
"5996","fr3627","alumni","frei",1888,"v querfurth, c","v querfurth","conrad",NA,"germany","",NA,"","oschatz sachsen",13.1059825,51.3006128,"v. Querfurth, Conrad. Oschatz, Sachsen."
"5997","fr3628","alumni","frei",1888,"ramm, f  v","ramm","friedrich victor","victor","ukraine","",NA,"","krementschug rubland",33.410033,49.065783,"Ramm, Friedrich Victor. Krementschug, RuBland."
"5998","fr3629","alumni","frei",1888,"reichard, m","reichard","max",NA,"united states of america","engineer",NA,"","new orleans usa",-90.0715323,29.9510658,"Reichard, Max. New Orleans, V.St.v.A. Dipl.Ing."
"5999","fr3630","alumni","frei",1888,"reidemeister, j","reidemeister","johannes",NA,"germany","","foreman","","magdeburg preuben",11.6276967,52.1193736,"Reidemeister, Johannes. Magdeburg, PreuBen."
"6000","fr3631","alumni","frei",1888,"ribeyro, j","ribeyro","julio",NA,"peru","",NA,"","lima peru",-77.042754,-12.0463731,"Ribeyro, Julio. Lima, Peru."
"6001","fr3632","alumni","frei",1888,"roscher, h","roscher","hjalmar",NA,"norway","",NA,"","kongsberg norwegen",9.6501891,59.6688776,"Roscher, Hjalmar. Kongsberg, Norwegen."
"6002","fr3633","alumni","frei",1888,"schaumberger, f  a","schaumberger","friedrich august karl","august","germany","",NA,"","ahlstadt sachsencoburggotha",10.8572626,50.3712989,"Schaumberger, Friedrich August Karl Adolf Reinhold. Ahlstadt, SachsenCoburgGotha."
"6003","fr3634","alumni","frei",1888,"schulze, h","schulze","heinrich",NA,"germany","engineer",NA,"","zittau sachsen",14.8029971,50.8999681,"Schulze, Heinrich. Zittau, Sachs. Dipl.Ing. 1893."
"6004","fr3635","alumni","frei",1888,"schwarz, l","schwarz","lippe",NA,"ukraine","",NA,"","uman rubland",30.2154406,48.7699292,"Schwarz, Lippe. Uman, RuBland."
"6005","fr3636","alumni","frei",1888,"sicard, n","sicard","noel",NA,"colombia","",NA,"","lbague columbia",-75.242438,4.444676,"Sicard, Noel. lbague, Columbia."
"6006","fr3637","alumni","frei",1888,"sully, w  f","sully","walter f","f","australia","",NA,"","melbourne australien",144.9630576,-37.8136276,"Sully, Walter F. Melbourne, Australien."
"6007","fr3638","alumni","frei",1888,"swoyer, h","swoyer","harry",NA,"united states of america","",NA,"","wilkesbarre usa",-75.8813075,41.2459149,"Swoyer, Harry. WilkesBarre, V. St. v. A."
"6008","fr3639","alumni","frei",1888,"thesen, g","thesen","gudbrand",NA,"norway","",NA,"","christiania norwegen",10.7522454,59.9138688,"Thesen, Gudbrand. Kristiania, Norwegen."
"6009","fr3640","alumni","frei",1888,"tirapegui, m","tirapegui","maulen",NA,"chile","",NA,"","copiago chile",-70.3321587,-27.3665763,"Tirapegui, Maulen. Copiapo, Chile."
"6010","fr3641","alumni","frei",1888,"troedel, c","troedel","charles",NA,"australia","",NA,"","melbourne australien",144.9630576,-37.8136276,"Troedel, Charles. Melbourne, Australien."
"6011","fr3642","alumni","frei",1888,"v gel, f  a","v gel","felix alexander erich","alexander","switzerland","engineer",NA,"","villeneuve schweiz",6.9287684,46.396608,"Vogel, Felix Alexander Erich. Villeneuve, Schweiz. Dipl.Ing. 1893."
"6012","fr3643","alumni","frei",1888,"walter, a  g","walter","adam gustav","gustav","germany","",NA,"","schneeberg sachsen",12.6386475,50.5954901,"Walter, Adam Gustav. Neustadtel b. Schneeberg,"
"6013","fr3644","alumni","frei",1888,"wilding, j","wilding","james",NA,"united kingdom","",NA,"","middlesex england",-0.228922,51.5901102,"Wilding, James. Middlesex, England."
"6014","fr3645","alumni","frei",1888,"yamada, b","yamada","buntaro",NA,"japan","",NA,"","tokio japan",139.6503106,35.6761919,"Yamada, Buntaro. Tokio, Japan."
"6015","fr3646","alumni","frei",1889,"behrmann, n","behrmann","nicolai",NA,"austria","",NA,"","reva rubland",13.65518,46.66319,"Behrmann, Nicolai. Reva!, RuBland."
"6016","fr3647","alumni","frei",1889,"bichowsky, j","bichowsky","joachim",NA,"belarus","",NA,"","witebsk rubland",30.206359,55.1926809,"Bichowsky, Joachim. Witebsk, RuBland."
"6017","fr3648","alumni","frei",1889,"bondolfi, f","bondolfi","faustino",NA,"italy","",NA,"","tirano ltalien",10.1860151,46.2063314,"Bondolfi, Faustino. Tirano, ltalien."
"6018","fr3649","alumni","frei",1889,"coleman, a  p","coleman","arthur p","p","canada","",NA,"","cobourg ontario canada",-78.1677363,43.9593373,"Dr. phi!. Coleman, Arthur P. Cobourg, Ontario, Canada."
"6019","fr3650","alumni","frei",1889,"crighton, g  e","crighton","george edwin","edwin","united kingdom","",NA,"","on tyne england",-1.61778,54.978252,"Crighton, George Edwin. New Castle upon Tyne, England."
"6020","fr3651","alumni","frei",1889,"crosthwaite, j  w","crosthwaite","john william","william","australia","",NA,"","melbourne australien",144.9630576,-37.8136276,"Crosthwaite, John William. Melbourne, Austral."
"6021","fr3652","alumni","frei",1889,"debus, k  f","debus","karl friedrich albert","friedrich","germany","engineer",NA,"","freiberg sa",13.341727,50.9128283,"Debus, Karl Friedrich Albert. Freiberg, Sachsen. Dipl.lng. 1894."
"6022","fr3653","alumni","frei",1889,"fichardt, k  a","fichardt","karl august","august","south africa","",NA,"","bethlehem soud africa",28.3111262,-28.2423025,"Fichardt, Karl August. Bethanien, OrangeFreistaat."
"6023","fr3654","alumni","frei",1889,"fischer, o","fischer","otto",NA,"germany","",NA,"","gershausen hessen nassau",9.5555158,50.8308466,"Fischer, Otto. Gershausen , Hessen Nassau."
"6024","fr3655","alumni","frei",1889,"forga, e  f","forga","eduardo francisco","francisco","peru","",NA,"","arequipa peru",-71.537451,-16.4090474,"Forga, Eduardo Francisco. Arequipa, Peru."
"6025","fr3656","alumni","frei",1889,"franz, a","franz","adolf",NA,"germany","engineer",NA,"","braubach",7.6436862,50.2772844,"Franz, Adolf. Niederbachheim bei Braubach, PreuBen. Dipl.lng. 1896."
"6026","fr3657","alumni","frei",1889,"friz, w  e","friz","wilhelm emil","emil","austria","",NA,"","rubland wiirttemberg",13.65518,46.66319,"Friz, Wilhelm Emil. Odessa, RuBland. Wiirttemberg."
"6027","fr3658","alumni","frei",1889,"goebel, m","goebel","maximilian",NA,"latvia","engineer",NA,"","goldingen rubl",21.9615079,56.9688139,"Goebel, Maximilian. Goldingen, RuBland. Dipl. Ing. 1895."
"6028","fr3659","alumni","frei",1889,"goldstein, k","goldstein","karl",NA,"germany","",NA,"","niirnberg bayern",11.0766654,49.4521018,"Goldstein, Karl. Niirnberg, Bayern."
"6029","fr3660","alumni","frei",1889,"hannb, a","hannb","arthur",NA,"germany","engineer",NA,"","altenburg",12.4366572,50.9931202,"HannB, Arthur. Altenburg, S.A. Dipl.lng. 1893."
"6030","fr3661","alumni","frei",1889,"hertel, m  b","hertel","max bruno","bruno","germany","",NA,"","sachsen",13.2017384,51.1045407,"Hertel, Max Bruno. Schedewitz, Sachsen. Dipl."
"6031","fr3662","alumni","frei",1889,"hey, g  a","hey","gustav adolf","adolf","germany","",NA,"","freiberg sachsen",13.341727,50.9128283,"Hey, Gustav Adolf. Freiberg, Sachsen."
"6032","fr3663","alumni","frei",1889,"heydecke, f","heydecke","fritz",NA,"germany","",NA,"","hasselfelde braunschweig",10.8550817,51.6917983,"Heydecke, Fritz. Hasselfelde, Braunschweig."
"6033","fr3664","alumni","frei",1889,"heym, l  r","heym","ludwig richard","richard","germany","",NA,"","dresden",13.7372621,51.0504088,"Heym, Ludwig Richard. Doltzschen b. Dresden,"
"6034","fr3665","alumni","frei",1889,"hilgenstock, k","hilgenstock","karl",NA,"germany","",NA,"","hoerde",7.4953101,51.4873334,"Hilgenstock, Karl. Hoerde i. W."
"6035","fr3666","alumni","frei",1889,"hubbel, j","hubbel","james",NA,"united states of america","",NA,"","paul usa",-77.0236072,38.8941993,"Hubbel, James. St. Paul, V. St. v. A."
"6036","fr3667","alumni","frei",1889,"jenkins, l  a","jenkins","leonard a","a","united states of america","",NA,"","new york usa",-74.0059728,40.7127753,"Jenkins, Leonard A. New York, V. St. v. A."
"6037","fr3668","alumni","frei",1889,"kliver, p","kliver","peter",NA,"germany","engineer",NA,""," siegen i",8.0209591,50.8838492,"Kliver, Peter. Siegen i. Westf. Dipl.Ing. 1894."
"6038","fr3669","alumni","frei",1889,"kneisel, r","kneisel","richard",NA,"germany","",NA,"","lugau sachsen",12.7455103,50.7393032,"Kneisel, Richard. Lugau, Sachsen.."
"6039","fr3670","alumni","frei",1889,"knobel, h  e","knobel","harry edward","edward","united kingdom","",NA,"","on trent england",-2.179404,53.002668,"Knobel, Harry Edward. Burton on Trent, England."
"6040","fr3671","alumni","frei",1889,"konschin, a","konschin","alexander",NA,"austria","",NA,"","moskau rubland",13.65518,46.66319,"Konschin, Alexander. Moskau, RuBland."
"6041","fr3672","alumni","frei",1889,"kraiger, k","kraiger","karl",NA,"germany","engineer",NA,"","fritzlar hessen",9.2742641,51.1330809,"Kraiger, Karl. Fritzlar, Hessen. Dipl.Ing. 1893."
"6042","fr3673","alumni","frei",1889,"lange, o  r","lange","oskar reinhold","reinhold","germany","",NA,"","gersdorf sachsen",12.710033,50.7584747,"Lange, Oskar Reinhold. Hermsdorf, Sachsen."
"6043","fr3674","alumni","frei",1889,"leber, j","leber","jakob",NA,"germany","engineer",NA,"","coblenz preub. di",7.5889959,50.3569429,"Leber, Jakob. Coblenz, PreuB. Dipl.lng. 1894."
"6044","fr3675","alumni","frei",1889,"liebe, f  w","liebe","friedrich wilhelm","wilhelm","germany","",NA,"","wesel preuben",6.6143199,51.6512421,"Liebe, Friedrich Wilhelm. Wesel, PreuBen."
"6045","fr3676","alumni","frei",1889,"lisitzin, g","lisitzin","gregorius",NA,"finland","",NA,"","finnland",25.7481511,61.92411,"Lisitzin, Gregorius. Sordawala, Finnland. Dipl."
"6046","fr3677","alumni","frei",1889,"lutter, g","lutter","gottfried",NA,"germany","",NA,"","berlin preuben",13.227705,52.513686,"Lutter, Gottfried. Berlin, PreuBen."
"6047","fr3678","alumni","frei",1889,"mangold, l  o","mangold","leonhard otto","otto","germany","",NA,"","greifswald preuben",13.3923414,54.0865463,"Mangold, Leonhard Otto. Greifswald, PreuBen."
"6048","fr3679","alumni","frei",1889,"v maydell, e  a","v maydell","emil adolf ernst","adolf","united states of america","",NA,"","ernst behrend baron",-79.983714,42.119308,"v. Maydell, Emil Adolf Ernst Behrend Baron."
"6049","fr3680","alumni","frei",1889,"rappel, e","rappel","estland",NA,"austria","engineer",NA,"","wien osterreich",16.3738189,48.2081743,"Rappel, Estland. Dipl.lng. 1894. 3680 Meyer, Hans. Wien, bsterreich."
"6050","fr3681","alumni","frei",1889,"miinker, e","miinker","emil",NA,"germany","",NA,"","isselburg kreis rees",6.4028039,51.7655788,"Miinker, Emil. Isselburg, Kreis Rees."
"6051","fr3682","alumni","frei",1889,"miisch, f","miisch","friedrich",NA,"germany","",NA,"","herdecke westfalen",7.4328376,51.4031667,"Miisch, Friedrich. Herdecke, Westfalen."
"6052","fr3683","alumni","frei",1889,"noell, o  a","noell","otto alfred","alfred","germany","",NA,"","hardt kreis altena",7.6714387,51.3015239,"Noell, Otto Alfred. Hardt, Kreis Altena."
"6053","fr3684","alumni","frei",1889,"oldham, h  j","oldham","herbert john","john","australia","",NA,"","melbourne australien",144.9630576,-37.8136276,"Oldham, Herbert John. Melbourne, Australien."
"6054","fr3685","alumni","frei",1889,"pracht, w  b","pracht","wilhelm bismark","bismark","united states of america","",NA,"","city indiana usa",-86.8950297,41.7075394,"Pracht, Wilhelm Bismark. Cambridge City, Indiana, V. St. v. A."
"6055","fr3686","alumni","frei",1889,"prain, r  p","prain","robert peterson farguhar","peterson","chile","",NA,"","valparaiso chile",-71.6126885,-33.047238,"Prain, Robert Peterson Farguhar. Valparaiso, Chile."
"6056","fr3687","alumni","frei",1889,"prior, p","prior","paul",NA,"germany","engineer",NA,""," frankfurt a",8.6821267,50.1109221,"Prior, Paul. Frankfurt a. M., PreuBen. Dipl.lng. 1898."
"6057","fr3688","alumni","frei",1889,"putsch, h","putsch","heinrich",NA,"germany","",NA,"","stockum kreis bochum",7.3654024,51.4694388,"Putsch, Heinrich. Stockum, Kreis Bochum,"
"6058","fr3689","alumni","frei",1889,"ropp, a","ropp","alexander",NA,"ukraine","",NA,"","kertsch rub and",36.468293,45.357314,"v. d. Ropp, Alexander Baron. Kertsch, RuB!and."
"6059","fr3690","alumni","frei",1889,"v schilling, l  b","v schilling","leopold baron","baron","latvia","",NA,"","mitau rubland",23.7213541,56.6511091,"v. Schilling, Leopold Baron. Mitau, RuBland."
"6060","fr3691","alumni","frei",1889,"schlenzig, j  a","schlenzig","johannes august","august","germany","",NA,"","altenburg",12.4366572,50.9931202,"Schlenzig, Johannes August. Altenburg, S.A."
"6061","fr3692","alumni","frei",1889,"schneiders, k  g","schneiders","karl gottfried hubert","gottfried","germany","",NA,"","aachen preuben",6.0838868,50.7753455,"Schneiders, Karl Gottfried Hubert. Aachen, PreuB."
"6062","fr3693","alumni","frei",1889,"schreither, e  m","schreither","emil max","max","germany","",NA,"","oberschlema sachsen",12.6711785,50.6050955,"Schreither, Emil Max. Oberschlema, Sachsen."
"6063","fr3694","alumni","frei",1889,"seebohm, a  b","seebohm","alfred bernhard","bernhard","united states of america","engineer",NA,"","teplitz",-74.0014355,41.0979314,"Seebohm, Alfred Bernhard. St. Richardschachtb. Teplitz. Deutscher Reichsangeh. Dipl.Ing."
"6064","fr3695","alumni","frei",1889,"seebohm, k","seebohm","kurt",NA,"germany","engineer",NA,""," diisseldorf",6.7734556,51.2277411,"Seebohm, Kurt. Diisseldorf. Dipl.Ing. 1895."
"6065","fr3696","alumni","frei",1889,"simeonovic, d","simeonovic","dragoljub",NA,"republic of serbia","",NA,"","serbien",21.005859,44.016521,"Simeonovic, Dragoljub. Belgrad, Serbien. Dipl."
"6066","fr3697","alumni","frei",1889,"smith, h  h","smith","hans hermann","hermann","russia","",NA,"","petersburg rubland",30.3350986,59.9342802,"Smith, Hans Hermann. St. Petersburg, RuBland."
"6067","fr3698","alumni","frei",1889,"smith, f  h","smith","frederick h","h","united kingdom","",NA,"","oundle england",-0.4687516,52.4808407,"Smith, Frederick H. Oundle, England."
"6068","fr3699","alumni","frei",1889,"smith, j","smith","j",NA,"australia","",NA,"","harcourt tasmania",146.3587187,-41.1774407,"Smith, J. Harcourt. Tasmania."
"6069","fr3700","alumni","frei",1889,"sponty, t","sponty","theodor",NA,"greece","",NA,"","cavalla tiirkei",24.4030394,40.9386607,"Sponty, Theodor. Cavalla, Tiirkei."
"6070","fr3701","alumni","frei",1889,"v steinaecker, j  a","v steinaecker","julius adolf bruno","adolf","poland","",NA,"","b lauban",15.2893895,51.1179142,"v. Steinaecker, Julius Adolf Bruno Freiherr. Oberlichtenau b. Lauban."
"6071","fr3702","alumni","frei",1889,"stinnes, m","stinnes","mathias",NA,"united states of america","",NA,""," miilheim a",-77.4766585,40.8909008,"Stinnes, Mathias. Millheim a. d. Ruhr."
"6072","fr3703","alumni","frei",1889,"sundman, k  f","sundman","karl ferdinand","ferdinand","finland","",NA,"","uleaborg finnland",25.4650772,65.0120888,"Sundman, Karl Ferdinand. Uleaborg, Finnland."
